Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,Dim.6
4.28251150374286,0.0915733333258338,-0.1629891569727,-0.67337518901814,0.0605721560326874,0.129404923959571
4.32766678093551,0.136191211357265,-0.225547907211312,-0.206288861643978,0.200522222643819,0.117101736575563
4.3334659130311,0.16922497299514,-0.199251683267297,-0.159192216093909,0.213683793520432,0.113405509675826
4.38990547051143,0.0827805265680603,-0.267354485483622,-0.0853806482782,0.285432478663441,0.100609573001397
3.52446852459134,0.542623075605476,0.176522559659394,0.480927308845782,-0.424215078881278,0.15073063232736
3.80177273925256,0.134892242969586,0.0396200103357622,0.097211634773974,-0.298486652767516,0.097898338557024
3.85929080731594,-0.0442636065501358,0.0715401074606754,0.0232549865535285,-0.17039665349316,0.0520536295851775
3.2839802807391,0.0433013611938159,0.390358466685336,0.432509169460571,-0.0309822266910291,0.00916817731837612
3.46813106755328,-0.158549010970305,0.295271250626648,0.230131017771931,0.0573644918258729,-0.0265467875422904
3.23725749578746,-0.0169610237871241,0.413776077047556,0.148149759422096,0.154335747229117,-0.00371413362812924
3.30472552523415,-0.157271964662794,0.31935722179495,0.0186575002724132,0.102934868336857,-0.0209745311066084
3.23721218395037,-0.348149198584112,0.304197004508595,0.345281530079869,0.044246123792763,-0.0768524031432842
3.1144068256978,-0.374402459898345,0.32106289831107,0.245938714097281,0.110179250024505,-0.0855492094113796
3.10361490117011,-0.510137298402721,0.27417371770847,0.191260733530998,0.102089506701956,-0.0992642518733784
2.95391703962507,-0.705052218483922,0.135106753487444,0.177217991634369,0.109674250618925,-0.0985289391586767
2.70854665916343,-0.738415674425054,0.186811588679952,0.0634765761425504,0.0770972041388162,-0.0859092600238641
2.35589869257699,-0.555950775811832,0.33770507172055,-0.1956840849565,0.0324764683575419,-0.049936748244519
1.89945373575007,-0.444064103632074,0.40842709445312,-0.182739994872492,-0.067421015063326,-0.000185390816765725
1.97863059397022,-0.470588386681109,0.450337229800621,-0.267571688442656,-0.0865417138831396,-0.007368287082541
1.79620822980414,-0.484009617773917,0.510308464181321,-0.185707959352006,-0.152105920656498,-0.0216648061523113
1.59309523495903,-0.380135324044219,0.614026940104909,-0.24352578346816,-0.0884408895152792,-0.0203601481913613
1.10935068749733,-0.411088312817208,0.523151051432719,-0.288728573184755,-0.0287872111145444,-0.00103403119227446
1.01669995264775,-0.58377695072957,0.406890563520187,-0.37276610810363,0.048231967719928,0.00142480364759927
0.921469360811098,-0.415045164714117,0.744369274234586,-0.317800723361119,0.0598588476855423,-0.0310643869511653
0.376438461261191,-0.602261091443722,0.418396458523696,-0.11200187209917,0.146804213638229,0.00499063976096715
0.13236084451169,-0.252307163587665,0.747136852228685,-0.118191534538068,0.0146394118153646,0.0131346942634843
0.273242176295334,-0.556785229167763,0.564202632130063,-0.145487195784724,-0.0131568699179914,-0.0105840561931979
0.224924037783663,-0.471147901121143,0.580087758153351,-0.0884887012344691,0.0050810754265222,-0.0130423299407476
-0.00887096477398771,-0.510007968984225,0.540536110091316,-0.0489541517616212,0.0679671908515642,-0.0405107859051813
-0.245049656800164,-0.597153396384881,0.457676044783143,-0.191413202956528,-0.0545387670736657,0.00531145519770384
-0.112283393265756,-0.960178638387267,0.17044570078742,-0.183667974159149,-0.253192978619104,-0.0169519878585032
-0.319073893283887,-0.720348733993478,0.253978062822528,-0.0733870986688484,-0.228816477891973,0.00282715852365145
0.120058345930197,-1.01804758680591,-0.0300789431804602,0.131251531038929,-0.116184390206784,-0.0676335814874852
-0.208794486270407,-0.964436382554149,0.062107394446435,0.190979445462882,-0.0794167805614047,-0.0725902914842831
-0.710071502201731,-0.594035977949049,0.121951725390244,-0.030961720053532,-0.125606817850682,-0.0112665517792202
-0.727155957972257,-0.713500863675683,0.30074669286907,-0.347536725350257,-0.107334824480116,-0.0472453089365291
-1.17866029219788,-1.05812667789429,0.231603207034987,-0.38557306400134,-0.0955185978955571,-0.050957965214912
-1.36491669374467,-0.987834922326522,0.36458372627145,-0.248246693393886,-0.0352037401427018,-0.0316141039742246
-0.67231101216282,-1.8190743739535,0.0657058518645964,-0.307722116166292,-0.0284640848626833,-0.0408546266879563
-0.975752697311404,-2.20338470200361,0.0363588048162662,-0.103879405673376,0.0346616481681864,-0.0157671958873969
-1.69767205589411,-1.80056254343221,0.545891239706116,0.437818695242444,-0.0488442147370597,0.0270362985814401
-2.03353306325614,-2.36263281242168,0.523316390060392,-0.0337211641739522,-0.10380041609002,0.0962137720690322
-2.3050328685552,-2.31098514652362,0.794857573608077,0.0251147409536496,-0.01222720884263,0.0854130821788909
-2.41362034344293,-2.77308545702263,0.711750024832326,0.0297543741102506,0.0292648885473271,0.0911033095330047
-2.20539817785428,-3.11028449123628,0.63874053906027,0.172791571399032,0.0642242000261363,0.0581358877723108
-3.41229055889029,-2.7462545413172,0.899615048877518,0.762023578767741,0.107618443170912,0.132940295891587
-3.42540513415632,-2.74827020530862,0.880209217348867,0.763930537876213,0.11283477087788,0.140574592724947
-1.12177373993525,3.00324429590921,2.24765810951113,0.23347562645682,-0.0750390715903669,-0.0529035733943674
-1.11683629792185,3.00622754633387,2.24785876079138,0.233910287978762,-0.0769050977864286,-0.0464515598545424
-1.10942889645756,3.02552518098927,2.24411261390269,0.233727293545077,-0.0715136693190678,-0.0408556863297066
-1.37945478555928,1.77738697821713,1.09680485331873,0.353957221678116,-0.106065725035855,-0.155815560427752
0.347359171637423,1.24885388386489,-1.14224425316629,1.40510482476136,-0.169528009925572,0.0883254142638159
1.49118787578608,0.371207057690752,-1.31081463120916,0.560143639259311,-0.054209265984111,0.0432934649361177
-0.620604950889009,1.38859252889078,-0.455914949211739,0.317347076834985,-0.0185536107679242,0.0870719593922555
0.128280790486749,0.560663850459313,-1.42921584171671,0.912015734071158,-0.00374098075245993,-0.0223859075761011
0.148951618206773,0.257904341419034,-1.68986309507662,0.93772935400674,-0.0718722724209715,-0.0266314502379844
-0.212058120409231,0.355426368907544,-1.58719006912836,0.638366092100953,-0.0529106054703568,0.00513848611295688
-0.622659744587505,0.676771024779258,-1.46917859719684,0.386653242941788,0.0948162303462109,0.0755872113932529
-1.37773900567184,1.06207310829056,-0.3913156433736,-0.687538077609053,0.0112855326456184,0.00296186385778556
-1.48791551467639,1.01422885584914,-0.576135604904563,-0.666995704530063,0.0185591680567016,0.0483478223497385
-0.8666582397287,0.567741950491457,-0.930874186479291,-0.527761881695072,-0.0396934787260985,0.0501881512238456
-1.0245629141659,0.718431731555162,-0.801628708055677,-0.447193324104431,-0.0603779480788274,0.0706291389158882
-0.928156219520397,0.55544772575294,-0.748320683225558,-0.34660214617005,-0.0926155645002553,0.0116742318000584
-1.24022458314898,0.442932706004358,-1.07726393317444,-0.0739334780575283,-0.102649740090837,0.0308465929024945
-1.29276645350908,0.330610305218864,-1.0482971596064,-0.109146421890102,-0.0656485821856103,0.0112058657313868
-1.48522591241144,0.422364699964102,-0.732834522771949,-0.334438035577851,-0.0859468089478097,0.0119223691788316
-2.26457299713803,0.216122946113614,-0.900973363423224,-0.109292965237717,-0.0396203267334808,0.208901183328443
-2.2583753026999,0.394005182280282,-0.862094903082182,0.0065613839721741,-0.00997533454227112,0.0669107561639765
-2.1711574178179,0.752703269868596,0.0721219841862574,0.28060993033238,0.198263834512787,-0.0349907706233875
-2.05628781275774,1.07907987649813,0.229184035086596,0.315285716972215,0.165876541096388,0.00700496181484906
-1.30507623366895,0.127991593306201,-0.227071340222886,-0.0454101080925275,0.124021637912046,-0.0487956386128132
-1.58791559169391,0.433132038157707,0.14301961813504,0.438685506492854,0.162126850024774,-0.0133387668191466
-1.64906447083322,1.02342171858456,0.568404916562743,-0.305654639586868,0.0741966556225965,0.02004229528425
-1.72325065546638,0.55222948479623,0.157520103129071,0.397495340566656,0.122683905985445,-0.00319915878255578
2.09259395317148,-0.892316670573335,-0.554127189139818,0.959258377202456,-0.245319437476249,-0.214227150242877
0.843635384687094,-0.963618376465543,-1.23439577088032,-0.237413932873111,0.0784511720577009,-0.231193422886836
0.312337674262608,-0.689328300555479,-1.07054305893739,0.451550368700242,0.180865888666843,-0.12529898593648
-1.20953547659383,0.267587580693425,-0.503747581690015,0.199568116548787,0.172387078306696,-0.0587911790004074
-1.35091233180616,0.96177637898687,-0.127868183973759,-0.465144465674453,0.0364205316183304,-0.00615145447901202
-1.66879944758983,0.848981336744608,-0.189199735353962,-0.370467128471701,-0.00845957269096165,-0.00733450244569004
-0.121440743213868,-0.342480318054125,-1.2053508173328,-0.284981512297782,-0.0483673315383439,-0.0883423961711521
-0.960470332204641,0.77867906430038,-0.622989669540472,-0.277000536312843,0.0150281413677122,0.0438989809133186
-0.655398710212048,0.0396093306791413,-1.14870243163148,-0.491584725921302,-0.0119052239831292,-0.00621427712989309
-1.47513782273925,1.07090247806659,-0.13647163479058,-0.607916238235491,-0.00351108923501334,-0.0112583184480887
-1.15419788988325,0.906139380349427,-0.104568280620525,-0.607143791729102,-0.044973587712975,-0.0553197056157892
-1.2356427440537,0.95682998929468,-0.222888166451094,-0.565385370830367,-0.016551952904259,-0.00371980697837578
-0.834191561340829,0.736612251186437,-0.183876535915951,-0.535789524200485,-0.0226145060594696,-0.0422220309961101
-0.768417930916208,0.156142826695886,-0.802488317957787,-0.383502144644128,-0.0370607356676407,-0.0678098056770535
-0.708921023570589,0.586573617862364,-0.3584885293737,-0.224311234933732,0.0616629358342801,-0.0432432392446984
-0.817321911537105,0.582063165528432,-0.315712656942766,-0.239888583357829,0.0701504698813501,-0.0583034998884864
-0.499751767808549,0.839444034399986,-0.0640208295163791,-0.336224578051608,0.0137372118088315,-0.0427720297739953
-1.43657626321082,1.11438797263873,0.10076123233237,0.243382215059454,0.157517027139835,0.00224514298250142
-0.38171180492925,1.77343946357962,0.638229355513205,0.145249965258897,-0.0105503581183893,0.107988414165098
-0.471758832874134,2.35952619542618,0.554266740873532,0.40169528682272,0.104326524224526,0.146940232281106
-2.55457622804554,0.321373560338802,-0.248389718811699,0.0942323065257753,0.0536949579595708,-0.0471090151894055
-2.96070616352588,-0.973608767041379,-0.568646582353212,0.0121313938138087,-0.0117704196930475,-0.073991679617567
4.28251150374286,0.0915733333258338,-0.1629891569727,-0.67337518901814,0.0605721560326874,0.129404923959571
-1.10139650003178,-0.352621743929995,0.555311043350807,-0.459388962626951,-0.0807551481436738,0.0152972582511857
-0.472557859436214,1.90927294994609,0.634384954985793,0.70530483985149,0.114393190410044,0.025738850181386
-2.61848008585516,0.0267201918318636,-0.230630213812735,0.180356613329554,0.0555561259942959,-0.0644014102805668
