Garden,Position,Population,Rep,ContOrigin,ContGarden,Latitude,Longitude,ChangeLat,Cyanotype,Cyanogenesis,Ac_ac,Li_li,Survived1st,MaxArea1st,GrowthRate1st,Herbivory1st,FloweredFull,SeededFull,FlowerHeadNumberFull,SeedSetMassFull,WeightedCD,MATdiff,bio1diff,bio5diff,bio6diff,bio12diff,bio13diff,bio14diff,MA_1st_z,GR_1st_z,FH_Full_z,SS_Full_z
Toronto,93,1,1,NAM,America,30.30521,-92.01003,-13.239379,NA,NA,NA,NA,0,0.35,NA,1,0,0,0,0,4.377298468,11.33333397,2.513159546,1.519275432,1.847234954,2.35425736,2.276520842,2.648960802,0.003185718,NA,NA,NA
Toronto,464,1,2,NAM,America,30.30521,-92.01003,-13.239379,AcLi,Cyanogenic,Ac,Li,1,77.42,0.026366594,27.13333333,1,0,0,0,4.377298468,11.33333397,2.513159546,1.519275432,1.847234954,2.35425736,2.276520842,2.648960802,0.704680816,0.715009227,NA,NA
Toronto,366,1,3,NAM,America,30.30521,-92.01003,-13.239379,AcLi,Cyanogenic,Ac,Li,0,3.06,NA,5.333333333,0,0,0,0,4.377298468,11.33333397,2.513159546,1.519275432,1.847234954,2.35425736,2.276520842,2.648960802,0.027852277,NA,NA,NA
Toronto,337,1,4,NAM,America,30.30521,-92.01003,-13.239379,acli,Acyanogenic,ac,li,0,5.98,NA,15.66666667,0,0,0,0,4.377298468,11.33333397,2.513159546,1.519275432,1.847234954,2.35425736,2.276520842,2.648960802,0.054430267,NA,NA,NA
Toronto,224,1,5,NAM,America,30.30521,-92.01003,-13.239379,NA,NA,NA,NA,0,5.34,NA,72.93333333,0,0,0,0,4.377298468,11.33333397,2.513159546,1.519275432,1.847234954,2.35425736,2.276520842,2.648960802,0.048604954,NA,NA,NA
Toronto,451,2,1,NAM,America,30.11998,-92.07221,-13.424609,AcLi,Cyanogenic,Ac,Li,1,210.52,0.042215945,89.33333333,1,0,0,0,4.415849252,11.53750038,2.558433317,1.44576228,1.915651061,2.298863069,2.679954915,2.38840728,1.916163851,1.144811886,NA,NA
Toronto,321,2,2,NAM,America,30.11998,-92.07221,-13.424609,NA,NA,NA,NA,1,208.1,0.033958377,2.866666667,1,1,2,0.0403,4.415849252,11.53750038,2.558433317,1.44576228,1.915651061,2.298863069,2.679954915,2.38840728,1.894136886,0.920883178,0.039816233,0.018616366
Toronto,44,2,3,NAM,America,30.11998,-92.07221,-13.424609,acli,Acyanogenic,ac,li,0,13.68,NA,24.2,0,0,0,0,4.415849252,11.53750038,2.558433317,1.44576228,1.915651061,2.298863069,2.679954915,2.38840728,0.124516062,NA,NA,NA
Toronto,347,2,4,NAM,America,30.11998,-92.07221,-13.424609,NA,NA,NA,NA,1,189.36,0.036442268,20.46666667,1,1,4,0.0345,4.415849252,11.53750038,2.558433317,1.44576228,1.915651061,2.298863069,2.679954915,2.38840728,1.723564444,0.988241328,0.079632466,0.015937087
Toronto,79,2,5,NAM,America,30.11998,-92.07221,-13.424609,acli,Acyanogenic,ac,li,0,8.41,NA,30.93333333,0,0,0,0,4.415849252,11.53750038,2.558433317,1.44576228,1.915651061,2.298863069,2.679954915,2.38840728,0.076548252,NA,NA,NA
Toronto,208,3,1,NAM,America,30.07987,-92.16403,-13.464719,acli,Acyanogenic,ac,li,0,18.32,NA,30.53333333,0,0,0,0,4.420956404,11.625,2.577836302,1.470267288,1.929334269,2.280398306,2.708771634,2.344981693,0.166749581,NA,NA,NA
Toronto,1,3,2,NAM,America,30.07987,-92.16403,-13.464719,AcLi,Cyanogenic,Ac,Li,0,26.38,NA,7,0,0,0,0,4.420956404,11.625,2.577836302,1.470267288,1.929334269,2.280398306,2.708771634,2.344981693,0.240112115,NA,NA,NA
Toronto,8,3,3,NAM,America,30.07987,-92.16403,-13.464719,acLi,Acyanogenic,ac,Li,0,NA,NA,6,0,0,0,0,4.420956404,11.625,2.577836302,1.470267288,1.929334269,2.280398306,2.708771634,2.344981693,NA,NA,NA,NA
Toronto,35,3,4,NAM,America,30.07987,-92.16403,-13.464719,acli,Acyanogenic,ac,li,0,12.44,NA,3.733333333,0,0,0,0,4.420956404,11.625,2.577836302,1.470267288,1.929334269,2.280398306,2.708771634,2.344981693,0.113229519,NA,NA,NA
Toronto,317,3,5,NAM,America,30.07987,-92.16403,-13.464719,acli,Acyanogenic,ac,li,0,1.58,NA,47.16666667,0,0,0,0,4.420956404,11.625,2.577836302,1.470267288,1.929334269,2.280398306,2.708771634,2.344981693,0.014381241,NA,NA,NA
Toronto,285,4,1,NAM,America,30.09084,-91.90373,-13.453749,AcLi,Cyanogenic,Ac,Li,0,8.99,NA,12.8,0,0,0,0,4.465657971,11.50833321,2.551965516,1.421258205,1.915651061,2.292708148,2.852855232,2.38840728,0.081827442,NA,NA,NA
Toronto,462,4,2,NAM,America,30.09084,-91.90373,-13.453749,AcLi,Cyanogenic,Ac,Li,1,21.25,0.013259895,45.06666667,1,1,1,0.0073,4.465657971,11.50833321,2.551965516,1.421258205,1.915651061,2.292708148,2.852855232,2.38840728,0.193418591,0.359581798,0.019908116,0.003372195
Toronto,137,4,3,NAM,America,30.09084,-91.90373,-13.453749,AcLi,Cyanogenic,Ac,Li,0,4.38,NA,41.46666667,0,0,0,0,4.465657971,11.50833321,2.551965516,1.421258205,1.915651061,2.292708148,2.852855232,2.38840728,0.039866985,NA,NA,NA
Toronto,87,4,4,NAM,America,30.09084,-91.90373,-13.453749,AcLi,Cyanogenic,Ac,Li,0,7.69,NA,4.466666667,0,0,0,0,4.465657971,11.50833321,2.551965516,1.421258205,1.915651061,2.292708148,2.852855232,2.38840728,0.069994775,NA,NA,NA
Toronto,130,4,5,NAM,America,30.09084,-91.90373,-13.453749,NA,NA,NA,NA,0,5.51,NA,10.73333333,0,0,0,0,4.465657971,11.50833321,2.551965516,1.421258205,1.915651061,2.292708148,2.852855232,2.38840728,0.050152303,NA,NA,NA
Toronto,313,6,1,NAM,America,30.39386,-89.76089,-13.150729,AcLi,Cyanogenic,Ac,Li,1,208.94,0.034355453,26.6,1,0,0,0,3.777313599,11,2.439242952,1.44576228,1.847234954,2.298863069,2.334154281,1.085639673,1.90178261,0.931651084,NA,NA
Toronto,263,6,2,NAM,America,30.39386,-89.76089,-13.150729,acli,Acyanogenic,ac,li,0,1.77,NA,45.5,0,0,0,0,3.777313599,11,2.439242952,1.44576228,1.847234954,2.298863069,2.334154281,1.085639673,0.016110631,NA,NA,NA
Toronto,144,6,3,NAM,America,30.39386,-89.76089,-13.150729,AcLi,Cyanogenic,Ac,Li,1,134.6,0.023077015,15.06666667,1,0,1,0,3.777313599,11,2.439242952,1.44576228,1.847234954,2.298863069,2.334154281,1.085639673,1.225136112,0.625802432,0.019908116,NA
Toronto,293,6,4,NAM,America,30.39386,-89.76089,-13.150729,AcLi,Cyanogenic,Ac,Li,1,82.53,0.035050499,20.93333333,1,1,49,1.3226,3.777313599,11,2.439242952,1.44576228,1.847234954,2.298863069,2.334154281,1.085639673,0.751192298,0.95049934,0.975497703,0.610967872
Toronto,177,6,5,NAM,America,30.39386,-89.76089,-13.150729,Acli,Acyanogenic,Ac,li,0,9.73,NA,17.06666667,0,0,0,0,3.777313599,11,2.439242952,1.44576228,1.847234954,2.298863069,2.334154281,1.085639673,0.08856296,NA,NA,NA
Toronto,449,7,1,NAM,America,30.84635,-89.54483,-12.698239,AcLi,Cyanogenic,Ac,Li,1,21.29,0.033905884,20.8,1,1,2,0.0116,3.986635532,10.4291668,2.312661056,1.44576228,1.71040274,2.440426257,2.39178772,1.69359789,0.193782673,0.919459673,0.039816233,0.005358557
Toronto,74,7,2,NAM,America,30.84635,-89.54483,-12.698239,acli,Acyanogenic,ac,li,0,4.28,NA,43.08333333,0,0,0,0,3.986635532,10.4291668,2.312661056,1.44576228,1.71040274,2.440426257,2.39178772,1.69359789,0.03895678,NA,NA,NA
Toronto,159,7,3,NAM,America,30.84635,-89.54483,-12.698239,acli,Acyanogenic,ac,li,0,13.02,NA,2.6,0,0,0,0,3.986635532,10.4291668,2.312661056,1.44576228,1.71040274,2.440426257,2.39178772,1.69359789,0.118508709,NA,NA,NA
Toronto,375,7,4,NAM,America,30.84635,-89.54483,-12.698239,acli,Acyanogenic,ac,li,0,1.56,NA,83.06666667,0,0,0,0,3.986635532,10.4291668,2.312661056,1.44576228,1.71040274,2.440426257,2.39178772,1.69359789,0.0141992,NA,NA,NA
Toronto,107,7,5,NAM,America,30.84635,-89.54483,-12.698239,acLi,Acyanogenic,ac,Li,0,6.43,NA,23.4,0,0,0,0,3.986635532,10.4291668,2.312661056,1.44576228,1.71040274,2.440426257,2.39178772,1.69359789,0.05852619,NA,NA,NA
Toronto,277,8,1,NAM,America,31.2179,-89.30268,-12.326689,Acli,Acyanogenic,Ac,li,1,406.83,0.049217097,7.733333333,1,1,9,0.028,4.028911355,10.04583359,2.227657162,1.49477136,1.600936943,2.40657419,2.478237878,1.867300237,3.702987552,1.334669107,0.179173047,0.012934448
Toronto,155,8,2,NAM,America,31.2179,-89.30268,-12.326689,acLi,Acyanogenic,ac,Li,0,6.21,NA,29.86666667,0,0,0,0,4.028911355,10.04583359,2.227657162,1.49477136,1.600936943,2.40657419,2.478237878,1.867300237,0.056523739,NA,NA,NA
Toronto,399,8,3,NAM,America,31.2179,-89.30268,-12.326689,acli,Acyanogenic,ac,li,0,9.67,NA,54.66666667,0,0,0,0,4.028911355,10.04583359,2.227657162,1.49477136,1.600936943,2.40657419,2.478237878,1.867300237,0.088016837,NA,NA,NA
Toronto,61,8,4,NAM,America,31.2179,-89.30268,-12.326689,acli,Acyanogenic,ac,li,0,3.13,NA,3.933333333,0,0,0,0,4.028911355,10.04583359,2.227657162,1.49477136,1.600936943,2.40657419,2.478237878,1.867300237,0.028489421,NA,NA,NA
Toronto,179,8,5,NAM,America,31.2179,-89.30268,-12.326689,acLi,Acyanogenic,ac,Li,0,4.81,NA,23.06666667,0,0,0,0,4.028911355,10.04583359,2.227657162,1.49477136,1.600936943,2.40657419,2.478237878,1.867300237,0.043780867,NA,NA,NA
Toronto,30,10,1,NAM,America,32.04259,-88.88079,-11.501999,acLi,Acyanogenic,ac,Li,0,9.14,NA,3,0,0,0,0,3.562221362,9.195833208,2.039170122,1.519275432,1.395688638,1.981884627,2.507054598,1.25934202,0.083192749,NA,NA,NA
Toronto,154,10,2,NAM,America,32.04259,-88.88079,-11.501999,AcLi,Cyanogenic,Ac,Li,0,7.86,NA,57.33333333,0,0,0,0,3.562221362,9.195833208,2.039170122,1.519275432,1.395688638,1.981884627,2.507054598,1.25934202,0.071542124,NA,NA,NA
Toronto,160,10,3,NAM,America,32.04259,-88.88079,-11.501999,AcLi,Cyanogenic,Ac,Li,1,95.68,0.046628517,18.73333333,1,1,70,3.4758,3.562221362,9.195833208,2.039170122,1.519275432,1.395688638,1.981884627,2.507054598,1.25934202,0.870884273,1.264472001,1.393568147,1.605626894
Toronto,142,10,4,NAM,America,32.04259,-88.88079,-11.501999,Acli,Acyanogenic,Ac,li,0,12.69,NA,52.46666667,0,0,0,0,3.562221362,9.195833208,2.039170122,1.519275432,1.395688638,1.981884627,2.507054598,1.25934202,0.115505032,NA,NA,NA
Toronto,141,10,5,NAM,America,32.04259,-88.88079,-11.501999,acli,Acyanogenic,ac,li,1,89.53,0.022084947,5.066666667,1,1,1,0.0332,3.562221362,9.195833208,2.039170122,1.519275432,1.395688638,1.981884627,2.507054598,1.25934202,0.814906658,0.598899535,0.019908116,0.015336559
Toronto,389,11,1,NAM,America,32.41891,-88.50307,-11.125679,AcLi,Cyanogenic,Ac,Li,0,1.56,NA,68.4,0,0,0,0,3.708331702,8.966667178,1.988352702,1.519275432,1.354638972,2.055743682,2.564688037,1.606746716,0.0141992,NA,NA,NA
Toronto,349,11,2,NAM,America,32.41891,-88.50307,-11.125679,AcLi,Cyanogenic,Ac,Li,1,204.55,0.047246656,55.4,1,1,13,0.1786,3.708331702,8.966667178,1.988352702,1.519275432,1.354638972,2.055743682,2.564688037,1.606746716,1.861824604,1.281234693,0.258805513,0.082503298
Toronto,459,11,3,NAM,America,32.41891,-88.50307,-11.125679,acli,Acyanogenic,ac,li,1,30.39,0.02129753,24.6,1,0,0,0,3.708331702,8.966667178,1.988352702,1.519275432,1.354638972,2.055743682,2.564688037,1.606746716,0.276611341,0.577546363,NA,NA
Toronto,138,11,4,NAM,America,32.41891,-88.50307,-11.125679,NA,NA,NA,NA,1,6.77,NA,54,1,1,10,0.2877,3.708331702,8.966667178,1.988352702,1.519275432,1.354638972,2.055743682,2.564688037,1.606746716,0.061620888,NA,0.199081164,0.132901449
Toronto,445,11,5,NAM,America,32.41891,-88.50307,-11.125679,AcLi,Cyanogenic,Ac,Li,0,7.07,0.023082292,40,0,0,0,0,3.708331702,8.966667178,1.988352702,1.519275432,1.354638972,2.055743682,2.564688037,1.606746716,0.064351503,0.625945534,NA,NA
Toronto,423,12,1,NAM,America,32.75365,-88.02933,-10.790939,acLi,Acyanogenic,ac,Li,1,172.23,0.051812995,57.53333333,1,1,14,0.0825,3.522906044,8.979167938,1.991124737,1.543780441,1.327272531,1.800314452,2.39178772,1.519895542,1.567646304,1.405064662,0.278713629,0.038110426
Toronto,305,12,2,NAM,America,32.75365,-88.02933,-10.790939,AcLi,Cyanogenic,Ac,Li,1,155.45,0.079827998,37.33333333,1,1,6,0.0513,3.522906044,8.979167938,1.991124737,1.543780441,1.327272531,1.800314452,2.39178772,1.519895542,1.414913883,2.16477544,0.119448698,0.023697756
Toronto,90,12,3,NAM,America,32.75365,-88.02933,-10.790939,acli,Acyanogenic,ac,li,0,7.52,NA,1.2,0,0,0,0,3.522906044,8.979167938,1.991124737,1.543780441,1.327272531,1.800314452,2.39178772,1.519895542,0.068447426,NA,NA,NA
Toronto,324,12,4,NAM,America,32.75365,-88.02933,-10.790939,NA,NA,NA,NA,0,0.51,NA,100,0,0,0,0,3.522906044,8.979167938,1.991124737,1.543780441,1.327272531,1.800314452,2.39178772,1.519895542,0.004642046,NA,NA,NA
Toronto,25,12,5,NAM,America,32.75365,-88.02933,-10.790939,AcLi,Cyanogenic,Ac,Li,0,6.02,NA,16.26666667,0,0,0,0,3.522906044,8.979167938,1.991124737,1.543780441,1.327272531,1.800314452,2.39178772,1.519895542,0.054794349,NA,NA,NA
Toronto,314,13,1,NAM,America,33.09522,-87.68945,-10.449369,AcLi,Cyanogenic,Ac,Li,1,176.69,0.053393283,51.33333333,0,0,0,0,3.575727482,8.683334348,1.925523828,1.49477136,1.299906086,1.920335415,2.362971,1.69359789,1.608241453,1.447918908,NA,NA
Toronto,465,13,2,NAM,America,33.09522,-87.68945,-10.449369,AcLi,Cyanogenic,Ac,Li,0,10.12,NA,50.2,0,0,0,0,3.575727482,8.683334348,1.925523828,1.49477136,1.299906086,1.920335415,2.362971,1.69359789,0.09211276,NA,NA,NA
Toronto,235,13,3,NAM,America,33.09522,-87.68945,-10.449369,AcLi,Cyanogenic,Ac,Li,1,44.71,0.013842801,3.933333333,1,1,223,6.8586,3.575727482,8.683334348,1.925523828,1.49477136,1.299906086,1.920335415,2.362971,1.69359789,0.406952716,0.375389041,4.439509954,3.168292943
Toronto,453,13,4,NAM,America,33.09522,-87.68945,-10.449369,AcLi,Cyanogenic,Ac,Li,1,29.38,0.009176784,38.33333333,1,0,0,0,3.575727482,8.683334348,1.925523828,1.49477136,1.299906086,1.920335415,2.362971,1.69359789,0.267418269,0.248856004,NA,NA
Toronto,81,13,5,NAM,America,33.09522,-87.68945,-10.449369,AcLi,Cyanogenic,Ac,Li,0,16.84,NA,2.4,0,0,0,0,3.575727482,8.683334348,1.925523828,1.49477136,1.299906086,1.920335415,2.362971,1.69359789,0.153278545,NA,NA,NA
Toronto,390,14,1,NAM,America,33.45244,-87.15169,-10.092149,AcLi,Cyanogenic,Ac,Li,1,169.86,0.030281791,22.4,1,1,8,0.1824,3.519896148,7.958333968,1.764755458,1.421258205,1.190440313,2.024969076,2.593504756,1.476469955,1.546074443,0.821181529,0.159264931,0.084258687
Toronto,226,14,2,NAM,America,33.45244,-87.15169,-10.092149,AcLi,Cyanogenic,Ac,Li,0,4.87,NA,1.333333333,0,0,0,0,3.519896148,7.958333968,1.764755458,1.421258205,1.190440313,2.024969076,2.593504756,1.476469955,0.04432699,NA,NA,NA
Toronto,388,14,3,NAM,America,33.45244,-87.15169,-10.092149,AcLi,Cyanogenic,Ac,Li,0,32.33,0.009270126,20.4,1,0,0,0,3.519896148,7.958333968,1.764755458,1.421258205,1.190440313,2.024969076,2.593504756,1.476469955,0.29426932,0.251387252,NA,NA
Toronto,113,14,4,NAM,America,33.45244,-87.15169,-10.092149,AcLi,Cyanogenic,Ac,Li,0,17.22,NA,5.333333333,1,0,3,0,3.519896148,7.958333968,1.764755458,1.421258205,1.190440313,2.024969076,2.593504756,1.476469955,0.156737324,NA,0.059724349,NA
Toronto,433,14,5,NAM,America,33.45244,-87.15169,-10.092149,AcLi,Cyanogenic,Ac,Li,0,35.4,0.022789802,16.86666667,1,1,6,0.2553,3.519896148,7.958333968,1.764755458,1.421258205,1.190440313,2.024969076,2.593504756,1.476469955,0.322212618,0.618013791,0.119448698,0.117934446
Toronto,170,15,1,NAM,America,33.814266,-86.809441,-9.730323,NA,NA,NA,NA,1,184.14,0.022822559,15.6,1,0,0,0,3.420217028,7.658332828,1.698230398,1.396753197,1.135707427,1.911103034,2.507054598,1.519895542,1.676051736,0.618902095,NA,NA
Toronto,308,15,2,NAM,America,33.814266,-86.809441,-9.730323,AcLi,Cyanogenic,Ac,Li,1,373.95,0.045023223,50.53333333,1,1,42,0.8984,3.420217028,7.658332828,1.698230398,1.396753197,1.135707427,1.911103034,2.507054598,1.519895542,3.403712103,1.220939643,0.836140888,0.415010991
Toronto,56,15,3,NAM,America,33.814266,-86.809441,-9.730323,AcLi,Cyanogenic,Ac,Li,1,101.88,0.018224221,26.6,1,0,0,0,3.420217028,7.658332828,1.698230398,1.396753197,1.135707427,1.911103034,2.507054598,1.519895542,0.927316992,0.494204377,NA,NA
Toronto,225,15,4,NAM,America,33.814266,-86.809441,-9.730323,Acli,Acyanogenic,Ac,li,0,5.15,NA,9.333333333,0,0,0,0,3.420217028,7.658332828,1.698230398,1.396753197,1.135707427,1.911103034,2.507054598,1.519895542,0.046875564,NA,NA,NA
Toronto,299,15,5,NAM,America,33.814266,-86.809441,-9.730323,AcLi,Cyanogenic,Ac,Li,0,1.66,NA,71.26666667,0,0,0,0,3.420217028,7.658332828,1.698230398,1.396753197,1.135707427,1.911103034,2.507054598,1.519895542,0.015109405,NA,NA,NA
Toronto,393,16,1,NAM,America,34.36518,-86.91327,-9.179409,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,3.412576355,7.275000568,1.613226715,1.347745053,1.067291328,1.957264943,2.507054598,1.606746716,NA,NA,NA,NA
Toronto,183,16,2,NAM,America,34.36518,-86.91327,-9.179409,AcLi,Cyanogenic,Ac,Li,0,NA,NA,3.666666667,0,0,0,0,3.412576355,7.275000568,1.613226715,1.347745053,1.067291328,1.957264943,2.507054598,1.606746716,NA,NA,NA,NA
Toronto,82,16,3,NAM,America,34.36518,-86.91327,-9.179409,AcLi,Cyanogenic,Ac,Li,0,15.12,NA,7.6,0,0,0,0,3.412576355,7.275000568,1.613226715,1.347745053,1.067291328,1.957264943,2.507054598,1.606746716,0.137623016,NA,NA,NA
Toronto,387,16,4,NAM,America,34.36518,-86.91327,-9.179409,acLi,Acyanogenic,ac,Li,0,12.53,NA,57.6,1,0,0,0,3.412576355,7.275000568,1.613226715,1.347745053,1.067291328,1.957264943,2.507054598,1.606746716,0.114048703,NA,NA,NA
Toronto,353,16,5,NAM,America,34.36518,-86.91327,-9.179409,AcLi,Cyanogenic,Ac,Li,0,10.21,NA,12.13333333,0,0,0,0,3.412576355,7.275000568,1.613226715,1.347745053,1.067291328,1.957264943,2.507054598,1.606746716,0.092931944,NA,NA,NA
Toronto,94,17,1,NAM,America,34.92044,-86.92237,-8.624149,acLi,Acyanogenic,ac,Li,0,6.71,NA,3.333333333,0,0,0,0,3.295907783,6.525000568,1.446914695,1.151709195,0.957825563,1.963419864,2.507054598,1.650172303,0.061074765,NA,NA,NA
Toronto,119,17,2,NAM,America,34.92044,-86.92237,-8.624149,Acli,Acyanogenic,Ac,li,0,1.6,NA,4.333333333,0,0,0,0,3.295907783,6.525000568,1.446914695,1.151709195,0.957825563,1.963419864,2.507054598,1.650172303,0.014563282,NA,NA,NA
Toronto,227,17,3,NAM,America,34.92044,-86.92237,-8.624149,AcLi,Cyanogenic,Ac,Li,1,471.48,0.0366861,15.4,1,1,8,0.4502,3.295907783,6.525000568,1.446914695,1.151709195,0.957825563,1.963419864,2.507054598,1.650172303,4.291435171,0.994853563,0.159264931,0.20796744
Toronto,447,17,4,NAM,America,34.92044,-86.92237,-8.624149,AcLi,Cyanogenic,Ac,Li,0,2.95,NA,16.26666667,0,0,0,0,3.295907783,6.525000568,1.446914695,1.151709195,0.957825563,1.963419864,2.507054598,1.650172303,0.026851051,NA,NA,NA
Toronto,386,17,5,NAM,America,34.92044,-86.92237,-8.624149,AcLi,Cyanogenic,Ac,Li,1,77.03,0.026637394,39.13333333,1,0,2,0,3.295907783,6.525000568,1.446914695,1.151709195,0.957825563,1.963419864,2.507054598,1.650172303,0.701131016,0.72235278,0.039816233,NA
Toronto,7,18,1,NAM,America,35.35727,-86.84267,-8.187319,acLi,Acyanogenic,ac,Li,0,2.03,NA,52.26666667,0,0,0,0,3.097587505,6.029167178,1.336963959,1.102700115,0.848359766,1.868018585,2.305337561,1.606746716,0.018477164,NA,NA,NA
Toronto,85,18,2,NAM,America,35.35727,-86.84267,-8.187319,Acli,Acyanogenic,Ac,li,1,36.41,0.024542074,29.8,1,1,1,0.0459,3.097587505,6.029167178,1.336963959,1.102700115,0.848359766,1.868018585,2.305337561,1.606746716,0.33140569,0.665531898,0.019908116,0.021203255
Toronto,405,18,3,NAM,America,35.35727,-86.84267,-8.187319,AcLi,Cyanogenic,Ac,Li,1,14.6,0.012706417,18.13333333,1,0,0,0,3.097587505,6.029167178,1.336963959,1.102700115,0.848359766,1.868018585,2.305337561,1.606746716,0.13288995,0.344572583,NA,NA
Toronto,124,18,4,NAM,America,35.35727,-86.84267,-8.187319,acli,Acyanogenic,ac,li,0,10.47,NA,6.066666667,0,0,0,0,3.097587505,6.029167178,1.336963959,1.102700115,0.848359766,1.868018585,2.305337561,1.606746716,0.095298478,NA,NA,NA
Toronto,129,18,5,NAM,America,35.35727,-86.84267,-8.187319,AcLi,Cyanogenic,Ac,Li,0,8.73,NA,2.466666667,0,0,0,0,3.097587505,6.029167178,1.336963959,1.102700115,0.848359766,1.868018585,2.305337561,1.606746716,0.079460908,NA,NA,NA
Toronto,397,19,1,NAM,America,35.81042,-86.77848,-7.734169,acli,Acyanogenic,ac,li,1,170.43,0.05364909,87.13333333,1,1,9,0.3782,2.80663501,5.891666408,1.306473251,1.127204655,0.807310108,1.63720904,1.873086768,1.519895542,1.551262612,1.454855882,0.179173047,0.174707432
Toronto,394,19,2,NAM,America,35.81042,-86.77848,-7.734169,Acli,Acyanogenic,Ac,li,0,14.65,NA,7.133333333,0,0,0,0,2.80663501,5.891666408,1.306473251,1.127204655,0.807310108,1.63720904,1.873086768,1.519895542,0.133345052,NA,NA,NA
Toronto,416,19,3,NAM,America,35.81042,-86.77848,-7.734169,Acli,Acyanogenic,Ac,li,1,76.62,0.017370319,19.53333333,1,1,1,0.0324,2.80663501,5.891666408,1.306473251,1.127204655,0.807310108,1.63720904,1.873086768,1.519895542,0.697399175,0.471048265,0.019908116,0.014967004
Toronto,121,19,4,NAM,America,35.81042,-86.77848,-7.734169,acli,Acyanogenic,ac,li,0,21.46,NA,27.86666667,0,0,0,0,2.80663501,5.891666408,1.306473251,1.127204655,0.807310108,1.63720904,1.873086768,1.519895542,0.195330022,NA,NA,NA
Toronto,354,19,5,NAM,America,35.81042,-86.77848,-7.734169,Acli,Acyanogenic,Ac,li,0,9.89,NA,39.06666667,0,0,0,0,2.80663501,5.891666408,1.306473251,1.127204655,0.807310108,1.63720904,1.873086768,1.519895542,0.090019288,NA,NA,NA
Toronto,294,20,1,NAM,America,36.47561,-86.7026,-7.068979,acli,Acyanogenic,ac,li,0,4.06,NA,73.86666667,0,0,0,0,2.434795488,5.429166798,1.203914259,1.00468242,0.725210793,1.461793786,1.584919573,1.215916433,0.036954328,NA,NA,NA
Toronto,167,20,2,NAM,America,36.47561,-86.7026,-7.068979,acli,Acyanogenic,ac,li,1,698.31,0.041036383,3.6,1,1,120,6.4898,2.434795488,5.429166798,1.203914259,1.00468242,0.725210793,1.461793786,1.584919573,1.215916433,6.35605348,1.112824526,2.388973966,2.99792779
Toronto,415,20,3,NAM,America,36.47561,-86.7026,-7.068979,acLi,Acyanogenic,ac,Li,1,293.06,0.047736672,38.66666667,1,0,0,0,2.434795488,5.429166798,1.203914259,1.00468242,0.725210793,1.461793786,1.584919573,1.215916433,2.667447169,1.294522946,NA,NA
Toronto,333,20,4,NAM,America,36.47561,-86.7026,-7.068979,acLi,Acyanogenic,ac,Li,1,406.57,0.056784707,12.06666667,1,1,6,0.2482,2.434795488,5.429166798,1.203914259,1.00468242,0.725210793,1.461793786,1.584919573,1.215916433,3.700621018,1.539887535,0.119448698,0.114654639
Toronto,422,20,5,NAM,America,36.47561,-86.7026,-7.068979,acli,Acyanogenic,ac,li,0,10.6,NA,52.13333333,0,0,0,0,2.434795488,5.429166798,1.203914259,1.00468242,0.725210793,1.461793786,1.584919573,1.215916433,0.096481744,NA,NA,NA
Toronto,21,21,1,NAM,America,36.87816,-86.35109,-6.666429,acli,Acyanogenic,ac,li,0,17.85,NA,37.13333333,0,0,0,0,2.499048712,5.499999998,1.219621476,1.078195575,0.711527552,1.507955695,1.556102854,1.302767607,0.162471617,NA,NA,NA
Toronto,363,21,2,NAM,America,36.87816,-86.35109,-6.666429,acli,Acyanogenic,ac,li,0,1.36,NA,29.46666667,0,0,0,0,2.499048712,5.499999998,1.219621476,1.078195575,0.711527552,1.507955695,1.556102854,1.302767607,0.01237879,NA,NA,NA
Toronto,303,21,3,NAM,America,36.87816,-86.35109,-6.666429,AcLi,Cyanogenic,Ac,Li,1,589.04,0.062244846,12.13333333,1,1,10,0.647,2.499048712,5.499999998,1.219621476,1.078195575,0.711527552,1.507955695,1.556102854,1.302767607,5.361472328,1.68795557,0.199081164,0.298878129
Toronto,395,21,4,NAM,America,36.87816,-86.35109,-6.666429,acli,Acyanogenic,ac,li,1,642.07,0.032047766,10,1,1,1,0.0524,2.499048712,5.499999998,1.219621476,1.078195575,0.711527552,1.507955695,1.556102854,1.302767607,5.844154112,0.869071234,0.019908116,0.024205895
Toronto,374,21,5,NAM,America,36.87816,-86.35109,-6.666429,acli,Acyanogenic,ac,li,1,31.74,0.006511565,38.6,1,1,4,0.2498,2.499048712,5.499999998,1.219621476,1.078195575,0.711527552,1.507955695,1.556102854,1.302767607,0.28889911,0.176580603,0.079632466,0.115393751
Toronto,309,22,1,NAM,America,37.38192,-85.90154,-6.162669,acLi,Acyanogenic,ac,Li,0,6.02,NA,10.13333333,0,0,0,0,2.351118376,5.083333968,1.12722605,1.0536915,0.643111445,1.477181089,1.498469415,1.12906526,0.054794349,NA,NA,NA
Toronto,441,22,2,NAM,America,37.38192,-85.90154,-6.162669,acLi,Acyanogenic,ac,Li,1,54.79,0.02170851,44.6,1,0,0,0,2.351118376,5.083333968,1.12722605,1.0536915,0.643111445,1.477181089,1.498469415,1.12906526,0.498701394,0.588691317,NA,NA
